i	k	etaik
0	0	0.000000
0	1	0.000000
0	2	1.000000
0	3	0.000000
1	0	0.000000
1	1	0.000000
1	2	1.000000
1	3	0.000000
2	0	0.000000
2	1	0.000000
2	2	1.000000
2	3	0.000000
3	0	0.000000
3	1	0.000000
3	2	1.000000
3	3	0.000000
4	0	0.000000
4	1	0.000000
4	2	1.000000
4	3	0.000000
5	0	0.000000
5	1	0.000000
5	2	1.000000
5	3	0.000000
6	0	0.000000
6	1	0.000000
6	2	1.000000
6	3	0.000000
7	0	0.000000
7	1	0.000000
7	2	1.000000
7	3	0.000000
8	0	0.000000
8	1	0.000000
8	2	1.000000
8	3	0.000000
9	0	0.000000
9	1	0.000000
9	2	1.000000
9	3	0.000000
10	0	0.000000
10	1	0.000000
10	2	0.000000
10	3	1.000000
11	0	0.000000
11	1	0.000000
11	2	0.000000
11	3	1.000000
12	0	0.253707
12	1	0.704140
12	2	0.000000
12	3	0.042153
13	0	0.000000
13	1	0.000000
13	2	0.000000
13	3	1.000000
14	0	0.392066
14	1	0.278685
14	2	0.329249
14	3	0.000000
15	0	0.000000
15	1	0.000000
15	2	0.446755
15	3	0.553245
16	0	0.000000
16	1	0.000000
16	2	0.299607
16	3	0.700393
17	0	0.000000
17	1	0.000000
17	2	0.000000
17	3	1.000000
18	0	0.253966
18	1	0.703406
18	2	0.000000
18	3	0.042628
19	0	0.000000
19	1	0.000000
19	2	0.000000
19	3	1.000000
20	0	1.000000
20	1	0.000000
20	2	0.000000
20	3	0.000000
21	0	0.459616
21	1	0.058409
21	2	0.481976
21	3	0.000000
22	0	1.000000
22	1	0.000000
22	2	0.000000
22	3	0.000000
23	0	0.253800
23	1	0.703876
23	2	0.000000
23	3	0.042324
24	0	1.000000
24	1	0.000000
24	2	0.000000
24	3	0.000000
25	0	1.000000
25	1	0.000000
25	2	0.000000
25	3	0.000000
26	0	0.253752
26	1	0.704012
26	2	0.000000
26	3	0.042236
27	0	0.253944
27	1	0.703467
27	2	0.000000
27	3	0.042588
28	0	1.000000
28	1	0.000000
28	2	0.000000
28	3	0.000000
29	0	0.253816
29	1	0.703832
29	2	0.000000
29	3	0.042352

